Title,Business Category,Body,Trip Advisor ID,Quarter,Address Line 1,Address Line 2,Town,Postcode,Longitude,Latitude,Telephone Number,Website,Email Address,Monday Opening Times,Tuesday Opening Times,Wednesday Opening Times,Thursday Opening Times,Friday Opening Times,Saturday Opening Times,Sunday Opening Times,Bank Holiday Opening Times,Facebook,Instagram,Twitter,Youtube
Foyer for Ipswich,"Health and Beauty, Well-being, Professional Services, Education and Skills","The Foyer Federation is a not-for-profit organisation that helps to transform the circumstances of young people who have faced barriers in their lives. Since 1992, we have worked with young people to create new approaches developing the skills and resources they need to thrive.",,,The Foyer Richmond House,Star Lane,Ipswich,IP4 1JN,1.1624448,52.0537715,0800 380 0399,foyer.net/foyers/foyer-for-ipswich,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 18:00,CLOSED,00:00 - 09:00,,,,
Flawless Image,"Health and Beauty, Beauticians",Flawless Image are beauty treatment rooms and clinic close to the vibrant dock area in Ipswich. Sarah Gregory formerly Front of House Manager at Shrubland Hall has had 15 years within the Health and Beauty industry and is offering a completely unique experience,#N/A,Saints,53 Fore Street,,Ipswich,IP4 1JL,1.1599972,52.0539483,01473 211010,www.flawlessimage.co,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 18:00,CLOSED,00:00 - 09:00,https://www.facebook.com/Flawless-Image-140093662717644/,https://www.instagram.com/flawless_image_ipswich/,https://twitter.com/flawless_image,
Fitness First,"Health and Beauty, Fitness","We've seen a lot of change in the fitness industry over the years, but our philosophy has remained the same: to offer the best equipment, range of classes, knowledgeable staff and professional advice in a welcoming environment, that helps keep our members motivated.",,Portman,6 Russell Road,,Ipswich,IP1 2BX,1.1449209,52.0533065,0844 571 2881,www.fitnessfirst.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 18:00,CLOSED,00:00 - 09:00,https://www.facebook.com/FitnessFirstUK,,https://twitter.com/FitnessFirstUK,https://www.youtube.com/user/fitnessfirstuk
Find a Job,"Professional Services, Recruitment","Recruiting in East Anglia since 1964 and widely recognised as the leading independent recruitment consultancy in the area, Find A Job is continually winning and retaining business from major blue chip, local and public sector companies. High standards and an ethically honest approach are vital parts of our success.",#N/A,Saints,24 Fore Street,,Ipswich,IP4 1JU,1.1592907,52.054425,01473 258277,findajobea.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 18:00,CLOSED,00:00 - 09:00,https://www.facebook.com/findajobea,,https://twitter.com/FindAJobEA,
EServGlobal,"Professional Services, Financial and Legal Services","eServGlobal offers mobile money solutions which put feature-rich services at the fingertips of users worldwide, covering the full spectrum of mobile financial services, mobile wallet, mobile commerce, recharge, promotions and agent management.",,Eastgate,Eastgate House,7th Floor Carr Street,Ipswich,IP4 1HA,1.1576107,52.0575858,01473 289900,www.eservglobal.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 17:30,CLOSED,00:00 - 10:00,https://www.facebook.com/eservglobalofficial/,,https://twitter.com/eservglobal,
Elegant Nails,"Health and Beauty, Beauticians",,,Central,6 Dial Lane,,Ipswich,IP1 1DL,1.1544455,52.0573919,01473 517461,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 17:30,CLOSED,00:00 - 09:30,,,,
East of England CO-OP Opticians,"Health and Beauty, Opticians","Highly qualified optometrists, cutting edge technology, an incredible range of frames and contact lenses - these are just three good reasons to visit your friendly East of England Co-op Opticians. Visit your local branch today and discover why our customers stay with us, generation after generation.",,Eastgate,Cox Lane,Carr Street,Ipswich,IP4 1EW,1.1584327,52.0563837,01473 226009,www.eastofengland.coop/opticians,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,08:00 - 22:00,CLOSED,00:00 - 08:00,https://www.facebook.com/EastOfEnglandCoop,,https://twitter.com/EoECoop,
East of England CO-OP Education Centre,"Professional Services, Education and Skills","Situated in central Ipswich, our Education Centre is available for hire for meetings and events, at very competitive rates. 

Please visit the website for more information.",,Saints,11 Fore Street,,Ipswich,IP4 1JW,1.1596273,52.0550127,01473 280316,www.eastofengland.coop/store-finder/stores/ipswich-education-centre,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,08:00 - 22:00,CLOSED,00:00 - 08:00,https://www.facebook.com/EastOfEnglandCoop,,https://twitter.com/EoECoop,https://www.youtube.com/user/EastofEnglandCoop
Concertus,"Professional Services, Design Marketing and Media","We offer wide ranging professional expertise and knowledge, creating successful solutions that are tailor-made to meet our client needs. Working across a number of specialisms, we are an enthusiastic, passionate and a talented team of property specialists and designers, whom provide a range of services to clients in both the public and private sectors.",,Portman,Endeavour House,8 Russell Road,Ipswich,IP1 2BX,1.1434109,52.0541712,01473 260800,concertus.co.uk,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:30 - 18:00,CLOSED,00:00 - 10:00,,,https://twitter.com/Concertus_,https://www.youtube.com/channel/UC1QiAdqBz2FhqTWtvZVKXuw
Locanda di Parma,"Food and Drink, Italian","Ciao and welcome from ""Locanda di Parma"" and our Italian ""Cucina"". Here you can find a real Italian food experience.",,Saints,10 St Peter's Street,,Ipswich,IP1 1XB,1.1531564,52.054248,01473 805290,,,17:00 - 23:00,17:00 - 23:00,17:00 -23:00,17:00 - 23:00,17:00 -00:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/locandadiparma/,,,
Lift Beauty Clinic ,"Health and Beauty, Beauticians","Lift Beauty Clinic is the leading and most reputable beauty salon in the area, previously trading as Carolyn Hammond Beauty Clinic, established in 1987. 
Finalists in the 2016 BABTAC and CIBTAC best national large salon of the year.
At Lift Beauty Clinic we offer a wide range of beauty treatments for male and female clients in Ipswich and the surrounding villages. Our extensive treatments range from facials to body treatments and from permanent hair removal to waxing. We work with the prestigious Decl eor skin care range, renowned in the beauty industry. 
Our aim is to pamper you in our exquisite and relaxing beauty clinic and make you feel special with our luxurious treatments.",,Saints,15 Fore Street,,Ipswich,IP4 1JW,1.1593415,52.0550614,01473 226900,www.liftbeauty.co.uk,,09:00 - 17:00,09:00 - 20:00,09:00 -18:00,09:00 - 20:00,09:00 -18:00,09:00 - 16:00,Closed,Closed,https://www.facebook.com/LiftBeauty/,https://www.instagram.com/liftbeauty/,https://twitter.com/liftbeauty,
Caffe Basso,"Food and Drink, Tea Houses Coffee Shops and Cafes","They are a small and friendly local Italian Caff e located in the heart of Ipswich, ideally positioned between the town centre and the marina. They serve a delicious range of hot and cold food, coffee, drinks, and alcoholic beverages. Why not come in and give them a go?",2627486,Saints,18 Tacket Street,,Ipswich,IP4 1BA,1.1570443,52.0558008,01473 288222,,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,09:00 - 18:00,CLOSED,00:00 - 10:30,https://www.facebook.com/CaffeBasso/,,,
Byron,"Food and Drink, American","We started Byron with a simple mission: to do one thing and do it properly. We serve simple, delicious, juicy hamburgers, made with the best ingredients possible. We may have a few more restaurants these days, but our mission remains the same: to keep serving proper hamburgers, the way they should be.",11549600,Central,Buttermarket Centre,St Stephen's Lane,Ipswich,IP1 1DT,1.1539194,52.0567584,,www.byronhamburgers.com,,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 22:00,11:30 - 22:00,11:30 - 21:00,CLOSED,https://www.facebook.com/byronhamburgers/,https://www.instagram.com/byronhamburgers/,https://twitter.com/byronhamburgers,
Coast to Coast,"Food and Drink, American","America is home to some mind-blowing food. And we're not just talking burgers, steaks and subs (hunger-bustingly good as they are are). We're talking about the gastronomic wonders from the lengths of the great states. The sort of stuff you can just can't wait to get stuck into. Now to find it, you can travel the 3,142 miles of Lincoln Highway, like we did. Or you can save yourself a few bucks and come on in to see what we found&hellip;",,Central,Coast to Coast,Buttermarket Shopping Centre,Ipswich,IP1 1DT,1.1539194,52.0567584,01473 218209,https://www.c2crestaurants.com/restaurant/ipswich,,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 - 22:30,09:00 -23:30,09:00 - 23:30,09:00 - 22:00,CLOSED,https://www.facebook.com/coasttocoastrestaurants,https://www.instagram.com/c2crestaurants/,https://twitter.com/C2CRestaurants,
Cosy Club,"Food and Drink, Indian","Our 15th Cosy Club, now part of the collection opened to the public on 22nd August 2016, a Cosy little outdoor terrace area welcomes you along. Just inside, a glass staircase takes you to the top where you'll be greeted by our wonderful hosts. Disabled access and for those with buggies, can be gained through entering the shopping centre to the side and using the lift , we have just as glorious of an entrance from inside the centre too.
Our glorious dark wooden bar is almost the length of the restaurant complimented by golden rails where you can lean and watch over our team whip you up the perfect drink. Just behind this glorious scene lays our restaurant, tucked away and overlooked by our hand carved wooden wall, originally made of stone and recreated for your viewing pleasure.
Did we mention the presence of our illuminating chandeliers? You'll be sure to find something delightful to look at on every wall. Look out for a rather dashing looking chap in a suit, with a long face&hellip;

",10692699,Central,Buttermarket Centre,St Stephen's Lane,Ipswich,IP1 1DT,1.153919,52.056758,01473 596101,www.cosyclub.co.uk,,09:00 - 23:00,09:00 - 23:00,09:00 - 23:00,09:00 - 00:00,09:00 - 01:00,09:00 - 01:00,09:00 - 23:00,CLOSED,https://www.facebook.com/cosyclubipswich,,https://twitter.com/@cosyclubipswich,
Prezzo,"Food and Drink, Italian","Prezzo brings a touch of class to Italian casual dining. We set the scene for your get-togethers, gossip, romance and reunions, fuelling the conversation with incredible food and impeccable service ۬to make you feel at home.",,Central,Buttermarket Centre,St Stephen's Lane,Ipswich,IP1 1DT,1.1539194,52.0567584,01473 221472,www.prezzorestaurants.co.uk,,12:00 - 23:30,12:00 - 23:30,12:00 -23:30,12:00 - 23:30,12:00 -23:30,12:00 - 23:00,12:00 - 23:30,CLOSED,https://www.facebook.com/loveprezzo,https://www.instagram.com/love_prezzo/,https://twitter.com/love_prezzo,
Puregym,"Health and Beauty, Fitness","It doesn't matter if you've never set foot in a gym before or if being among free weights is your second home, every body is welcome. We pride ourselves on providing lots of quality kit, offer over 50 free gym classes each week, 24/7 access, and our memberships are contract-free, so you can continue your fitness journey for as long as you like...and all for one great value price.",#N/A,Central,Buttermarket Centre,St Stephen's Lane,Ipswich,IP1 1DT,1.1539194,52.0567584,,www.puregym.com,,CLOSED,CLOSED,00:00 -00:00,CLOSED,00:00 -00:00,12:00 - 23:00,CLOSED,CLOSED,https://www.facebook.com/puregym/,,https://twitter.com/PureGym,https://www.youtube.com/user/PureGymVideo
Wagamama,"Food and Drink, Oriental","our story
'kaizen', meaning 'good change' is the philosophy that sits right at our heart. it shapes every dish we create, and pushes us to find better ways in all that we do. we're restless spirits. forever creating and making things better
we've been practising kaizen since 1992, when we opened our first doors in london's bloomsbury. inspired by fast-paced, japanese ramen bars and a celebration of asian food, wagamama burst into life. we set out to create a unique way of eating. bringing the fresh, nourishing, flavours of asia to all
that was 25 years ago now. two whole decades to sharpen skills and refine recipes. to play with spices and discover tastes. we continue to get better with every day",11694132,Central,Buttermarket Centre,St Stephen's Lane,Ipswich,IP1 1DT,1.1539194,52.0567584,01473 557598,www.wagamama.com,,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,11:30 - 22:00,11:30 - 23:00,11:30 - 23:00,11:30 - 22:00,11:30 - 22:00,https://www.facebook.com/wagamamaipswich/,https://www.instagram.com/wagamama_uk/,https://twitter.com/wagamama_uk,
Flow Energy,"Professional Services, Utilities","We've been around since 1998, although we first launched on the stock market in 2006. Since then we've been developing world-beating technology. We've invested £60 m and hundreds of thousands of man hours into the development of the Flow boiler. Along the way, we've launched a home energy business and attracted over 100,000 happy customers. We're a company with a long history of innovation and success. Join us on our journey today.",,,Felaw Maltings,48 Felaw Street,Ipswich,IP2 8PN,1.158221,52.0496119,0800 092 0202,www.flowenergy.uk.com,,08:30 - 17:00,08:30 - 17:00,08:30 -17:00,08:30 - 17:00,08:30 -17:00,09:00 - 18:00,CLOSED,00:00 - 09:00,https://www.facebook.com/FlowEnergyUK/,,https://twitter.com/@FlowEnergyUK,
Image Beauty Salon,"Health and Beauty, Beauticians","The Salon
In a busy world we all need some precious 'me' time. Image Beauty Salon allows you to relax in beautiful surroundings and enjoy a whole range of treatments designed to rejuvenate both body and mind.


The Team
At Image our priority is to ensure that every client leaves looking and feeling their best. Our team of professional Beauty Therapists are the best in their field. You will receive a warm welcome from the moment you arrive at the salon. Throughout your visit you will enjoy expert care and attention from every member of our team who are dedicated to making your visit memorable in every way.

",,Eastgate,16 Old Foundry Rd,,Ipswich,IP4 2AS,1.1584657,52.0581806,01473 222 188,http://www.imagesalon.co.uk/,,08:00 - 20:00,08:00 - 20:00,08:00 -20:00,08:00 - 20:00,08:00 -17:00,CLOSED,CLOSED,CLOSED,https://www.facebook.com/imagebeautysalonipswich,,https://twitter.com/imagebeauty,
Pacitti Company,"Things to Do, Arts & Culture","Pacitti company are a live art + performance company based at the Think Tank, Ipswich. Their bi-annual SPILL Festival of Performance presents work from artists around the world at multiple venues across the town.
Their mission is to create and curate meaningful interdisciplinary art: Fine Arts, Music, Film, Storytelling, New Technologies, Science, Medicine, Politics, Psychology, History and Philosophy are all vital components of their work.
The Think Tank A beautiful listed building in the centre of Ipswich, is also available for hire. The space is suitable for conferences, team building, workshops, interviews, meetings, exhibitions, artist residencies, research + development, film screenings and much more. The space can comfortably hold up to 60 people.  
For more information visit https://www.pacitticompany.com/"" ""  pacitticompany.com.",,Christchurch,The Think Tank,High Street,Ipswich,IP1 3QH,1.150753,52.060833,01473 216 545,https://www.pacitticompany.com/,,10:00 - 18:30,10:00 - 18:30,10:00 - 18:30,10:00 - 18:30,10:00 - 18:30,CLOSED,CLOSED,CLOSED,https://www.facebook.com/PacittiCompany/,,https://twitter.com/PacittiCompany,
